Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Energy,464,0.5,cup,147
Potatoes;  baked;  flesh and skin;  with salt,Energy,390,0.5,cup,61
Peas;  green;  canned;  no salt added;  drained solids,Energy,289,0.5,cup,85
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Energy,85,0.5,cup,117
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Energy,490,0.5,cup,147
Desserts;  apple crisp;  prepared-from-recipe,Energy,675,0.5,cup,141
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Energy,326,0.5,cup,80
Gelatin desserts;  dry mix;  prepared with water,Energy,258,0.5,cup,135
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Energy,201,0.5,cup,80
Desserts;  flan;  caramel custard;  prepared-from-recipe,Energy,609,0.5,cup,153
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Energy,477,0.5,cup,142
Spanish rice mix;  dry mix;  unprepared,Energy,1518,0.5,cup,70
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Energy,477,0.5,cup,140
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Energy,500,0.5,cup,142
Tofu;  raw;  firm;  prepared with calcium sulfate,Energy,607,0.5,cup,126
Puddings;  rice;  dry mix;  prepared with 2% milk,Energy,465,0.5,cup,128
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Energy,364,0.5,cup,78
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Energy,481,0.5,cup,147
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Energy,435,0.5,cup,140
Desserts;  egg custard;  baked;  prepared-from-recipe,Energy,437,0.5,cup,141
Campbell's Pork and Beans,Energy,451,0.5,cup,130
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Energy,420,0.5,cup,78
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Energy,425,0.5,cup,128
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Energy,294,0.5,cup,126
Peas;  green;  canned;  no salt added;  solids and liquids,Energy,222,0.5,cup,124
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Energy,456,0.5,cup,85
PACE;  Spicy Jalapeno Refried Beans,Energy,265,0.5,cup,120
Soup;  beef broth bouillon and consomme;  canned;  condensed,Protein,2.52,0.5,cup,124
Soup;  beef noodle;  canned;  condensed,Protein,3.85,0.5,cup,125
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Protein,3.1,0.5,cup,92
Soup;  chicken mushroom;  canned;  condensed,Protein,1.61,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Protein,2.37,0.5,cup,123
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Protein,4.01,0.5,cup,95
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Protein,0.4,0.5,cup,123
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Protein,1.87,0.5,cup,78
Potatoes;  hash brown;  frozen;  plain;  unprepared,Protein,2.06,0.5,cup,105
Soup;  cream of potato;  canned;  condensed,Protein,1.51,0.5,cup,124
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Protein,4.07,0.5,cup,124
Soup;  pea;  green;  canned;  condensed,Protein,6.54,0.5,cup,128
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Protein,0.83,0.5,cup,114
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Protein,11.8,0.5,cup,40
Soup;  chicken vegetable;  canned;  condensed,Protein,2.94,0.5,cup,121
Soup;  vegetable with beef broth;  canned;  condensed,Protein,2.42,0.5,cup,123
Potatoes;  baked;  flesh;  without salt,Protein,1.96,0.5,cup,61
Soup;  bean with pork;  canned;  condensed,Protein,5.88,0.5,cup,130
Cheese;  ricotta;  part skim milk,Protein,11.39,0.5,cup,124
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Protein,0.8,0.5,cup,120
Sauce;  sofrito;  prepared from recipe,Protein,12.8,0.5,cup,103
Turnip greens;  canned;  solids and liquids,Protein,1.36,0.5,cup,117
Soup;  clam chowder;  new england;  canned;  condensed,Protein,3.17,0.5,cup,126
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra heavy syrup;  solids and liquids,Protein,0.39,0.5,cup,130
Potato salad with egg,Protein,1.96,0.5,cup,125
SILK Nog;  soymilk,Protein,2.46,0.5,cup,122
Tofu;  raw;  firm;  prepared with calcium sulfate,Protein,15.78,0.5,cup,126
Spanish rice mix;  dry mix;  unprepared,Protein,10.62,0.5,cup,70
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Protein,0.8,0.5,cup,120
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Protein,1.8,0.5,cup,124
Asparagus;  canned;  no salt added;  solids and liquids,Protein,1.8,0.5,cup,122
Rowal;  raw,Protein,2.3,0.5,cup,114
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Protein,2.1,0.5,cup,78
Cereals;  QUAKER;  Quick Oats;  Dry,Protein,13.7,0.5,cup,40
Abiyuch;  raw,Protein,1.5,0.5,cup,114
Soup;  chicken noodle;  canned;  condensed,Protein,2.37,0.5,cup,124
Asparagus;  cooked;  boiled;  drained;  with salt,Protein,2.4,0.5,cup,90
Cheese;  ricotta;  whole milk,Protein,11.26,0.5,cup,124
Lotus root;  cooked;  boiled;  drained;  without salt,Protein,1.58,0.5,cup,60
Soup;  vegetable beef;  canned;  condensed,Protein,4.45,0.5,cup,126
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Protein,0.8,0.5,cup,120
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Protein,1.71,0.5,cup,78
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Protein,5.15,0.5,cup,80
Tomatoes;  crushed;  canned,Protein,1.64,0.5,cup,121
Asparagus;  cooked;  boiled;  drained,Protein,2.4,0.5,cup,90
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Protein,2.74,0.5,cup,127
Peas and onions;  frozen;  unprepared,Protein,3.98,0.5,cup,69
Peas;  green;  canned;  regular pack;  solids and liquids,Protein,3.01,0.5,cup,124
Soup;  cream of onion;  canned;  condensed,Protein,2.2,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Protein,2.86,0.5,cup,91
Soup;  vegetable;  canned;  low sodium;  condensed,Protein,2.2,0.5,cup,126
Peas and carrots;  frozen;  unprepared,Protein,3.4,0.5,cup,70
Soybeans;  mature seeds;  sprouted;  raw,Protein,13.09,0.5,cup,35
Fat free ice cream;  no sugar added;  flavors other than chocolate,Protein,4.41,0.5,cup,68
Ice cream;  soft serve;  chocolate,Protein,4.1,0.5,cup,86
HEALTHY REQUEST;  Chicken with Rice;  condensed,Protein,1.59,0.5,cup,126
Soup;  cream of mushroom;  canned;  condensed,Protein,1.35,0.5,cup,126
Tomato products;  canned;  sauce;  with herbs and cheese,Protein,2.13,0.5,cup,122
Soup;  chicken with rice;  canned;  condensed,Protein,1.84,0.5,cup,126
Soup;  vegetarian vegetable;  canned;  condensed,Protein,1.72,0.5,cup,126
Egg custards;  dry mix;  prepared with whole milk,Protein,3.99,0.5,cup,141
PACE;  Spicy Jalapeno Refried Beans,Protein,4.17,0.5,cup,120
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Protein,1.87,0.5,cup,78
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Protein,2.88,0.5,cup,128
Puddings;  tapioca;  dry mix;  prepared with whole milk,Protein,2.84,0.5,cup,128
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Protein,0.65,0.5,cup,127
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Protein,3.09,0.5,cup,80
Gelatin desserts;  dry mix;  prepared with water,Protein,1.22,0.5,cup,135
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Protein,2.7,0.5,cup,147
Desserts;  flan;  caramel custard;  prepared-from-recipe,Protein,4.53,0.5,cup,153
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Protein,3.17,0.5,cup,126
KASHI;  Pilaf;  7 Whole Grain;  unprepared,Protein,13.81,0.5,cup,140
Puddings;  rice;  dry mix;  prepared with whole milk,Protein,3.25,0.5,cup,128
Asparagus;  canned;  regular pack;  solids and liquids,Protein,1.8,0.5,cup,122
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Protein,0.83,0.5,cup,117
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Protein,4.01,0.5,cup,95
Potatoes;  baked;  flesh and skin;  with salt,Protein,2.5,0.5,cup,61
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Protein,2.9,0.5,cup,147
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Protein,3.17,0.5,cup,126
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Protein,3.16,0.5,cup,142
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Protein,5.15,0.5,cup,80
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Protein,6.35,0.5,cup,126
Desserts;  egg custard;  baked;  prepared-from-recipe,Protein,5.02,0.5,cup,141
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Protein,3,0.5,cup,140
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Protein,3.1,0.5,cup,147
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Protein,2.7,0.5,cup,142
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Protein,13.7,0.5,cup,40
Soup;  cream of celery;  canned;  condensed,Protein,1.32,0.5,cup,126
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Protein,4.4,0.5,cup,68
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Protein,3.28,0.5,cup,128
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Protein,3.1,0.5,cup,140
Soup;  cheese;  canned;  condensed,Protein,0.8,0.5,cup,124
Egg custards;  dry mix;  prepared with 2% milk,Protein,4.13,0.5,cup,141
Tofu;  raw;  regular;  prepared with calcium sulfate,Protein,8.08,0.5,cup,124
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Protein,2.9,0.5,cup,147
Ice creams;  vanilla;  fat free,Protein,4.48,0.5,cup,67
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Protein,2.1,0.5,cup,78
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Protein,2.8,0.5,cup,140
SUNSHINE;  CHEEZ-IT;  Snack Mix,Protein,9,0.5,cup,30
Ice creams;  vanilla;  rich,Protein,3.5,0.5,cup,107
PREGO Pasta;  Heart Smart- Traditional Sauce;  ready-to-serve,Protein,1.54,0.5,cup,130
Peas;  green;  canned;  no salt added;  drained solids,Protein,4.42,0.5,cup,85
Potatoes;  baked;  flesh;  with salt,Protein,1.96,0.5,cup,61
Lotus root;  cooked;  boiled;  drained;  with salt,Protein,1.58,0.5,cup,60
Desserts;  apple crisp;  prepared-from-recipe,Protein,1.75,0.5,cup,141
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Protein,8.19,0.5,cup,126
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Protein,1.71,0.5,cup,78
PACE;  Traditional Refried Beans,Protein,4.17,0.5,cup,120
Puddings;  rice;  dry mix;  prepared with 2% milk,Protein,3.29,0.5,cup,128
Frozen yogurts;  vanilla;  soft-serve,Protein,4,0.5,cup,72
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Protein,2.62,0.5,cup,127
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Protein,19.9,0.5,cup,85
Peas;  green;  canned;  no salt added;  solids and liquids,Protein,3.19,0.5,cup,124
Campbell's Pork and Beans,Protein,4.62,0.5,cup,130
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Protein,2.94,0.5,cup,128
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Protein,28.81,0.5,cup,66
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Protein,3.1,0.5,cup,92
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Protein,2.86,0.5,cup,91
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Protein,3.35,0.5,cup,82
PACE;  Salsa Refried Beans,Protein,3.33,0.5,cup,120
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Protein,3.85,0.5,cup,130
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Total lipid (fat),2.06,0.5,cup,128
Ice creams;  vanilla;  fat free,Total lipid (fat),0,0.5,cup,67
Tofu;  raw;  regular;  prepared with calcium sulfate,Total lipid (fat),4.78,0.5,cup,124
PACE;  Spicy Jalapeno Refried Beans,Total lipid (fat),0,0.5,cup,120
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Total lipid (fat),1.98,0.5,cup,126
Puddings;  tapioca;  dry mix;  prepared with whole milk,Total lipid (fat),2.89,0.5,cup,128
Desserts;  egg custard;  baked;  prepared-from-recipe,Total lipid (fat),4.58,0.5,cup,141
Potato salad with egg,Total lipid (fat),9.4,0.5,cup,125
Ice creams;  vanilla;  rich,Total lipid (fat),16.2,0.5,cup,107
PREGO Pasta;  Heart Smart- Traditional Sauce;  ready-to-serve,Total lipid (fat),1.15,0.5,cup,130
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Total lipid (fat),2.9,0.5,cup,142
Peas;  green;  canned;  no salt added;  drained solids,Total lipid (fat),0.35,0.5,cup,85
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Total lipid (fat),0.79,0.5,cup,126
Spanish rice mix;  dry mix;  unprepared,Total lipid (fat),1.62,0.5,cup,70
Egg custards;  dry mix;  prepared with 2% milk,Total lipid (fat),2.83,0.5,cup,141
Tofu;  raw;  firm;  prepared with calcium sulfate,Total lipid (fat),8.72,0.5,cup,126
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Total lipid (fat),3.15,0.5,cup,142
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Total lipid (fat),0,0.5,cup,117
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.11,0.5,cup,92
KASHI;  Pilaf;  7 Whole Grain;  unprepared,Total lipid (fat),5.4,0.5,cup,140
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Total lipid (fat),1.67,0.5,cup,128
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Total lipid (fat),1.92,0.5,cup,130
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.15,0.5,cup,91
Puddings;  rice;  dry mix;  prepared with 2% milk,Total lipid (fat),1.63,0.5,cup,128
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Total lipid (fat),4.17,0.5,cup,126
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Total lipid (fat),1.73,0.5,cup,128
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.42,0.5,cup,82
Desserts;  apple crisp;  prepared-from-recipe,Total lipid (fat),3.43,0.5,cup,141
Campbell's Pork and Beans,Total lipid (fat),1.15,0.5,cup,130
Desserts;  flan;  caramel custard;  prepared-from-recipe,Total lipid (fat),4.03,0.5,cup,153
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Total lipid (fat),3.8,0.5,cup,140
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Total lipid (fat),2.5,0.5,cup,140
Soup;  vegetable with beef broth;  canned;  condensed,Total lipid (fat),1.56,0.5,cup,123
Asparagus;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.22,0.5,cup,90
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Total lipid (fat),2.8,0.5,cup,127
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Total lipid (fat),2.9,0.5,cup,147
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Total lipid (fat),1.12,0.5,cup,127
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Total lipid (fat),0.1,0.5,cup,78
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.27,0.5,cup,80
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Total lipid (fat),0.1,0.5,cup,78
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.42,0.5,cup,80
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.87,0.5,cup,95
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Total lipid (fat),4.82,0.5,cup,66
Egg custards;  dry mix;  prepared with whole milk,Total lipid (fat),4,0.5,cup,141
Frozen yogurts;  vanilla;  soft-serve,Total lipid (fat),5.6,0.5,cup,72
Gelatin desserts;  dry mix;  prepared with water,Total lipid (fat),0,0.5,cup,135
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Total lipid (fat),0.1,0.5,cup,78
Lotus root;  cooked;  boiled;  drained;  with salt,Total lipid (fat),0.07,0.5,cup,60
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Total lipid (fat),3.5,0.5,cup,147
Potatoes;  baked;  flesh;  with salt,Total lipid (fat),0.1,0.5,cup,61
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Total lipid (fat),2.89,0.5,cup,127
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Total lipid (fat),1.2,0.5,cup,85
PACE;  Salsa Refried Beans,Total lipid (fat),0,0.5,cup,120
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Total lipid (fat),2.9,0.5,cup,140
SUNSHINE;  CHEEZ-IT;  Snack Mix,Total lipid (fat),15.2,0.5,cup,30
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Total lipid (fat),2.3,0.5,cup,147
Peas;  green;  canned;  no salt added;  solids and liquids,Total lipid (fat),0.3,0.5,cup,124
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Total lipid (fat),1.19,0.5,cup,126
SILK Nog;  soymilk,Total lipid (fat),1.64,0.5,cup,122
Potatoes;  baked;  flesh and skin;  with salt,Total lipid (fat),0.13,0.5,cup,61
Lotus root;  cooked;  boiled;  drained;  without salt,Total lipid (fat),0.07,0.5,cup,60
Soup;  chicken noodle;  canned;  condensed,Total lipid (fat),1.55,0.5,cup,124
Peas and onions;  frozen;  unprepared,Total lipid (fat),0.32,0.5,cup,69
Cereals;  QUAKER;  Quick Oats;  Dry,Total lipid (fat),6.87,0.5,cup,40
Abiyuch;  raw,Total lipid (fat),0.1,0.5,cup,114
Soup;  cheese;  canned;  condensed,Total lipid (fat),3.92,0.5,cup,124
Peas and carrots;  frozen;  unprepared,Total lipid (fat),0.47,0.5,cup,70
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Total lipid (fat),0.1,0.5,cup,120
Asparagus;  cooked;  boiled;  drained,Total lipid (fat),0.22,0.5,cup,90
Sauce;  sofrito;  prepared from recipe,Total lipid (fat),18.2,0.5,cup,103
Soup;  beef noodle;  canned;  condensed,Total lipid (fat),2.46,0.5,cup,125
Soup;  cream of celery;  canned;  condensed,Total lipid (fat),4.46,0.5,cup,126
Soup;  chicken mushroom;  canned;  condensed,Total lipid (fat),4.84,0.5,cup,124
Cheese;  ricotta;  part skim milk,Total lipid (fat),7.91,0.5,cup,124
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Total lipid (fat),0.1,0.5,cup,78
Fat free ice cream;  no sugar added;  flavors other than chocolate,Total lipid (fat),0,0.5,cup,68
Peas;  green;  canned;  regular pack;  solids and liquids,Total lipid (fat),0.48,0.5,cup,124
Soup;  clam chowder;  new england;  canned;  condensed,Total lipid (fat),2.06,0.5,cup,126
Soup;  vegetable;  canned;  low sodium;  condensed,Total lipid (fat),0.9,0.5,cup,126
Turnip greens;  canned;  solids and liquids,Total lipid (fat),0.3,0.5,cup,117
Tomato products;  canned;  sauce;  with herbs and cheese,Total lipid (fat),1.93,0.5,cup,122
Potatoes;  hash brown;  frozen;  plain;  unprepared,Total lipid (fat),0.62,0.5,cup,105
Soup;  cream of mushroom;  canned;  condensed,Total lipid (fat),5.3,0.5,cup,126
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Total lipid (fat),0.1,0.5,cup,120
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Total lipid (fat),0.1,0.5,cup,120
